ID,cell_i,is_pure,is_public
1308_A6_4,11,0,1
1308_A6_4,19,0,1
1308_A6_4,9,0,1
13491bf6-bbaa-11e8-b2ba-ac1f6b6435d0,12,0,0
13491bf6-bbaa-11e8-b2ba-ac1f6b6435d0,5,0,0
13503b20-bbaf-11e8-b2ba-ac1f6b6435d0,30,0,0
135_A10_1,10,0,1
135_A10_1,2,0,1
135_E4_1,1,0,1
135_E4_2,3,0,1
1381_B4_1,31,0,1
13ab66bc-bbc8-11e8-b2bc-ac1f6b6435d0,8,0,0
13e56c9c-bbc1-11e8-b2bb-ac1f6b6435d0,3,0,0
13e56c9c-bbc1-11e8-b2bb-ac1f6b6435d0,4,0,0
1466_A7_3,12,0,1
1466_A7_3,24,0,1
1466_A7_3,9,0,1
1466_A7_4,19,0,1
1466_A7_4,6,0,1
1466_C12_3,12,0,1
1466_C12_3,16,0,1
1466_C12_6,12,0,1
1466_C12_6,18,0,1
1466_C12_6,19,0,1
1466_C12_6,2,0,1
1466_C12_6,20,0,1
1466_C12_6,23,0,1
1466_C12_6,26,0,1
1466_C12_6,28,0,1
1466_C12_6,9,0,1
1472_D4_2,19,0,1
1472_D4_2,21,0,1
1472_D4_2,33,0,1
14801286-bb9b-11e8-b2b9-ac1f6b6435d0,7,0,0
14b5422c-bbbd-11e8-b2ba-ac1f6b6435d0,18,0,0
14b5422c-bbbd-11e8-b2ba-ac1f6b6435d0,23,0,0
150381ee-bbb3-11e8-b2ba-ac1f6b6435d0,11,0,0
150381ee-bbb3-11e8-b2ba-ac1f6b6435d0,14,0,0
150381ee-bbb3-11e8-b2ba-ac1f6b6435d0,18,0,0
150381ee-bbb3-11e8-b2ba-ac1f6b6435d0,2,0,0
150381ee-bbb3-11e8-b2ba-ac1f6b6435d0,3,0,0
150381ee-bbb3-11e8-b2ba-ac1f6b6435d0,7,0,0
150381ee-bbb3-11e8-b2ba-ac1f6b6435d0,9,0,0
1511_F8_1,36,0,1
1512_F4_1,17,0,1
1512_F4_1,8,0,1
1512_F4_3,19,0,1
1512_F4_3,4,0,1
1512_F4_3,40,0,1
1512_F4_3,45,0,1
1512_F4_3,6,0,1
1512_F4_3,9,0,1
151_D11_1,8,0,1
151_G10_1,3,0,1
151_G10_2,5,0,1
151_G10_2,7,0,1
153c8efa-bba7-11e8-b2ba-ac1f6b6435d0,15,0,0
1561_C3_1,14,0,1
1564_H5_3,13,0,1
1564_H5_3,19,0,1
1564_H5_3,8,0,1
1569_A12_1,25,0,1
1569_A12_2,21,0,1
1569_G10_1,28,0,1
1569_G10_1,56,0,1
1569_H11_2,3,0,1
158fccce-bbb5-11e8-b2ba-ac1f6b6435d0,1,0,0
158fccce-bbb5-11e8-b2ba-ac1f6b6435d0,6,0,0
1617dbf8-bbad-11e8-b2ba-ac1f6b6435d0,10,0,0
1617dbf8-bbad-11e8-b2ba-ac1f6b6435d0,12,0,0
1617dbf8-bbad-11e8-b2ba-ac1f6b6435d0,4,0,0
168_F3_1,5,0,1
168_F3_1,7,0,1
168_F3_2,6,0,1
16dd9e0e-bbb9-11e8-b2ba-ac1f6b6435d0,30,0,0
16dd9e0e-bbb9-11e8-b2ba-ac1f6b6435d0,34,0,0
16dd9e0e-bbb9-11e8-b2ba-ac1f6b6435d0,45,0,0
172fa1ca-bbbb-11e8-b2ba-ac1f6b6435d0,25,0,0
173ca58c-bbc5-11e8-b2bc-ac1f6b6435d0,6,0,0
180572aa-bbc0-11e8-b2bb-ac1f6b6435d0,1,0,0
180572aa-bbc0-11e8-b2bb-ac1f6b6435d0,17,0,0
180572aa-bbc0-11e8-b2bb-ac1f6b6435d0,9,0,0
182_D2_3,11,0,1
182_D2_3,2,0,1
182_D2_4,2,0,1
182_D2_4,8,0,1
182_D2_4,9,0,1
18d6bac4-bbb9-11e8-b2ba-ac1f6b6435d0,10,0,0
18d6bac4-bbb9-11e8-b2ba-ac1f6b6435d0,25,0,0
18d6bac4-bbb9-11e8-b2ba-ac1f6b6435d0,3,0,0
18d6bac4-bbb9-11e8-b2ba-ac1f6b6435d0,8,0,0
194ae4b0-bbbb-11e8-b2ba-ac1f6b6435d0,10,0,0
194ae4b0-bbbb-11e8-b2ba-ac1f6b6435d0,4,0,0
194ae4b0-bbbb-11e8-b2ba-ac1f6b6435d0,6,0,0
1a156bd0-bba8-11e8-b2ba-ac1f6b6435d0,12,0,0
1a156bd0-bba8-11e8-b2ba-ac1f6b6435d0,5,0,0
1c1e8886-bbbb-11e8-b2ba-ac1f6b6435d0,3,0,0
1c1e8886-bbbb-11e8-b2ba-ac1f6b6435d0,4,0,0
1c62ffb6-bb9d-11e8-b2b9-ac1f6b6435d0,10,0,0
1c62ffb6-bb9d-11e8-b2b9-ac1f6b6435d0,6,0,0
1c62ffb6-bb9d-11e8-b2b9-ac1f6b6435d0,8,0,0
1d382a22-bba4-11e8-b2b9-ac1f6b6435d0,16,0,0
1d382a22-bba4-11e8-b2b9-ac1f6b6435d0,20,0,0
1d382a22-bba4-11e8-b2b9-ac1f6b6435d0,27,0,0
1d382a22-bba4-11e8-b2b9-ac1f6b6435d0,32,0,0
1d382a22-bba4-11e8-b2b9-ac1f6b6435d0,33,0,0
1d66f902-bbad-11e8-b2ba-ac1f6b6435d0,13,0,0
1d66f902-bbad-11e8-b2ba-ac1f6b6435d0,24,0,0
1d66f902-bbad-11e8-b2ba-ac1f6b6435d0,26,0,0
1d66f902-bbad-11e8-b2ba-ac1f6b6435d0,8,0,0
1f1f3baa-bb9f-11e8-b2b9-ac1f6b6435d0,11,0,0
1fc5406e-bbb2-11e8-b2ba-ac1f6b6435d0,11,0,0
1fc5406e-bbb2-11e8-b2ba-ac1f6b6435d0,5,0,0
1fc5406e-bbb2-11e8-b2ba-ac1f6b6435d0,7,0,0
20654582-bbc6-11e8-b2bc-ac1f6b6435d0,14,0,0
20654582-bbc6-11e8-b2bc-ac1f6b6435d0,18,0,0
20654582-bbc6-11e8-b2bc-ac1f6b6435d0,22,0,0
214_A3_1,9,0,1
214_A3_2,10,0,1
214_A3_2,11,0,1
214_A3_2,3,0,1
214_A3_2,5,0,1
21_D4_1,1,0,1
21_G2_2,1,0,1
222_E10_4,15,0,1
231992e0-bbaf-11e8-b2ba-ac1f6b6435d0,8,0,0
232_C8_1,5,0,1
232_C8_2,4,0,1
232_C8_2,8,0,1
245e533c-bbb1-11e8-b2ba-ac1f6b6435d0,22,0,0
2497875e-bb9a-11e8-b2b9-ac1f6b6435d0,18,0,0
24daf5b6-bb9a-11e8-b2b9-ac1f6b6435d0,4,0,0
24daf5b6-bb9a-11e8-b2b9-ac1f6b6435d0,7,0,0
260_D12_2,5,0,1
275070a8-bbba-11e8-b2ba-ac1f6b6435d0,10,0,0
279_G3_2,15,0,1
27_F2_1,1,0,1
293965ca-bbc2-11e8-b2bb-ac1f6b6435d0,13,0,0
297ecaea-bbac-11e8-b2ba-ac1f6b6435d0,12,0,0
297ecaea-bbac-11e8-b2ba-ac1f6b6435d0,5,0,0
297ecaea-bbac-11e8-b2ba-ac1f6b6435d0,7,0,0
29_E11_1,4,0,1
2b508922-bba1-11e8-b2b9-ac1f6b6435d0,1,0,0
2bfa213a-bba6-11e8-b2ba-ac1f6b6435d0,19,0,0
2c56d0b2-bba9-11e8-b2ba-ac1f6b6435d0,35,0,0
2d0baa22-bbaa-11e8-b2ba-ac1f6b6435d0,25,0,0
2d8fc63c-bba4-11e8-b2b9-ac1f6b6435d0,1,0,0
2d8fc63c-bba4-11e8-b2b9-ac1f6b6435d0,28,0,0
2d8fc63c-bba4-11e8-b2b9-ac1f6b6435d0,5,0,0
2db9e20e-bba5-11e8-b2ba-ac1f6b6435d0,4,0,0
2db9e20e-bba5-11e8-b2ba-ac1f6b6435d0,36,0,0
2eb2a198-bbbc-11e8-b2ba-ac1f6b6435d0,35,0,0
31373186-bbc6-11e8-b2bc-ac1f6b6435d0,13,0,0
31373186-bbc6-11e8-b2bc-ac1f6b6435d0,17,0,0
31373186-bbc6-11e8-b2bc-ac1f6b6435d0,18,0,0
31373186-bbc6-11e8-b2bc-ac1f6b6435d0,20,0,0
31373186-bbc6-11e8-b2bc-ac1f6b6435d0,21,0,0
31373186-bbc6-11e8-b2bc-ac1f6b6435d0,22,0,0
31373186-bbc6-11e8-b2bc-ac1f6b6435d0,26,0,0
32244c88-bbbb-11e8-b2ba-ac1f6b6435d0,2,0,0
33f44468-bba3-11e8-b2b9-ac1f6b6435d0,5,0,0
37cf8638-bbb2-11e8-b2ba-ac1f6b6435d0,24,0,0
3c751bfe-bb9d-11e8-b2b9-ac1f6b6435d0,21,0,0
3cebb8c0-bb9a-11e8-b2b9-ac1f6b6435d0,24,0,0
3d434fd6-bba9-11e8-b2ba-ac1f6b6435d0,5,0,0
3d592042-bba7-11e8-b2ba-ac1f6b6435d0,10,0,0
3e207aac-bbc5-11e8-b2bc-ac1f6b6435d0,7,0,0
3e207aac-bbc5-11e8-b2bc-ac1f6b6435d0,9,0,0
3e7f3cf2-bb9f-11e8-b2b9-ac1f6b6435d0,1,0,0
3e98f42a-bbb4-11e8-b2ba-ac1f6b6435d0,1,0,0
3e98f42a-bbb4-11e8-b2ba-ac1f6b6435d0,13,0,0
3e98f42a-bbb4-11e8-b2ba-ac1f6b6435d0,15,0,0
3e98f42a-bbb4-11e8-b2ba-ac1f6b6435d0,18,0,0
42707e1e-bba1-11e8-b2b9-ac1f6b6435d0,15,0,0
42707e1e-bba1-11e8-b2b9-ac1f6b6435d0,18,0,0
42707e1e-bba1-11e8-b2b9-ac1f6b6435d0,4,0,0
4299b9f4-bbac-11e8-b2ba-ac1f6b6435d0,10,0,0
4299b9f4-bbac-11e8-b2ba-ac1f6b6435d0,18,0,0
4299b9f4-bbac-11e8-b2ba-ac1f6b6435d0,22,0,0
4299b9f4-bbac-11e8-b2ba-ac1f6b6435d0,24,0,0
4299b9f4-bbac-11e8-b2ba-ac1f6b6435d0,32,0,0
4299b9f4-bbac-11e8-b2ba-ac1f6b6435d0,36,0,0
4299b9f4-bbac-11e8-b2ba-ac1f6b6435d0,41,0,0
4299b9f4-bbac-11e8-b2ba-ac1f6b6435d0,42,0,0
4299b9f4-bbac-11e8-b2ba-ac1f6b6435d0,44,0,0
4299b9f4-bbac-11e8-b2ba-ac1f6b6435d0,52,0,0
4299b9f4-bbac-11e8-b2ba-ac1f6b6435d0,7,0,0
456e218e-bbb0-11e8-b2ba-ac1f6b6435d0,11,0,0
456e218e-bbb0-11e8-b2ba-ac1f6b6435d0,22,0,0
480_B11_4,13,0,1
4870f3ee-bb9b-11e8-b2b9-ac1f6b6435d0,11,0,0
4870f3ee-bb9b-11e8-b2b9-ac1f6b6435d0,13,0,0
4870f3ee-bb9b-11e8-b2b9-ac1f6b6435d0,3,0,0
48_E6_1,3,0,1
493_G6_1,2,0,1
4b74ea96-bbc8-11e8-b2bc-ac1f6b6435d0,13,0,0
4f880532-bbbe-11e8-b2ba-ac1f6b6435d0,1,0,0
4feba6cc-bbab-11e8-b2ba-ac1f6b6435d0,17,0,0
50c0d240-bbbd-11e8-b2ba-ac1f6b6435d0,14,0,0
50c0d240-bbbd-11e8-b2ba-ac1f6b6435d0,16,0,0
50c0d240-bbbd-11e8-b2ba-ac1f6b6435d0,2,0,0
5293dab8-bbae-11e8-b2ba-ac1f6b6435d0,4,0,0
5293dab8-bbae-11e8-b2ba-ac1f6b6435d0,9,0,0
533386de-bbb4-11e8-b2ba-ac1f6b6435d0,10,0,0
533386de-bbb4-11e8-b2ba-ac1f6b6435d0,13,0,0
533386de-bbb4-11e8-b2ba-ac1f6b6435d0,14,0,0
533386de-bbb4-11e8-b2ba-ac1f6b6435d0,16,0,0
533386de-bbb4-11e8-b2ba-ac1f6b6435d0,24,0,0
533386de-bbb4-11e8-b2ba-ac1f6b6435d0,6,0,0
533386de-bbb4-11e8-b2ba-ac1f6b6435d0,8,0,0
544e5488-bba8-11e8-b2ba-ac1f6b6435d0,62,0,0
549e2b80-bba7-11e8-b2ba-ac1f6b6435d0,21,0,0
5619629a-bbb6-11e8-b2ba-ac1f6b6435d0,18,0,0
5619629a-bbb6-11e8-b2ba-ac1f6b6435d0,19,0,0
5619629a-bbb6-11e8-b2ba-ac1f6b6435d0,20,0,0
5619629a-bbb6-11e8-b2ba-ac1f6b6435d0,27,0,0
56_F7_2,4,0,1
593b1d76-bb9b-11e8-b2b9-ac1f6b6435d0,1,0,0
593b1d76-bb9b-11e8-b2b9-ac1f6b6435d0,12,0,0
593b1d76-bb9b-11e8-b2b9-ac1f6b6435d0,20,0,0
593b1d76-bb9b-11e8-b2b9-ac1f6b6435d0,23,0,0
593b1d76-bb9b-11e8-b2b9-ac1f6b6435d0,25,0,0
593b1d76-bb9b-11e8-b2b9-ac1f6b6435d0,8,0,0
5a300376-bbbf-11e8-b2ba-ac1f6b6435d0,27,0,0
5d36256a-bbbe-11e8-b2ba-ac1f6b6435d0,16,0,0
5d36256a-bbbe-11e8-b2ba-ac1f6b6435d0,4,0,0
5d74c982-bbc8-11e8-b2bc-ac1f6b6435d0,13,0,0
5e24b672-bbae-11e8-b2ba-ac1f6b6435d0,16,0,0
5e24b672-bbae-11e8-b2ba-ac1f6b6435d0,31,0,0
5e24b672-bbae-11e8-b2ba-ac1f6b6435d0,34,0,0
5e24b672-bbae-11e8-b2ba-ac1f6b6435d0,35,0,0
5e24b672-bbae-11e8-b2ba-ac1f6b6435d0,9,0,0
609d4a96-bb9e-11e8-b2b9-ac1f6b6435d0,8,0,0
60b19850-bbaa-11e8-b2ba-ac1f6b6435d0,24,0,0
623_E2_1,4,0,1
62eee72a-bba6-11e8-b2ba-ac1f6b6435d0,22,0,0
637_A5_1,1,0,1
637_G4_1,1,0,1
6388d7d4-bb99-11e8-b2b9-ac1f6b6435d0,17,0,0
6388d7d4-bb99-11e8-b2b9-ac1f6b6435d0,26,0,0
6388d7d4-bb99-11e8-b2b9-ac1f6b6435d0,4,0,0
6419fdb4-bbca-11e8-b2bc-ac1f6b6435d0,17,0,0
6419fdb4-bbca-11e8-b2bc-ac1f6b6435d0,21,0,0
6419fdb4-bbca-11e8-b2bc-ac1f6b6435d0,38,0,0
646cbf2e-bbbe-11e8-b2ba-ac1f6b6435d0,29,0,0
64b38e16-bba2-11e8-b2b9-ac1f6b6435d0,4,0,0
65ef81d0-bbc6-11e8-b2bc-ac1f6b6435d0,12,0,0
6619f9b0-bbb2-11e8-b2ba-ac1f6b6435d0,23,0,0
6619f9b0-bbb2-11e8-b2ba-ac1f6b6435d0,24,0,0
6619f9b0-bbb2-11e8-b2ba-ac1f6b6435d0,25,0,0
6619f9b0-bbb2-11e8-b2ba-ac1f6b6435d0,29,0,0
6619f9b0-bbb2-11e8-b2ba-ac1f6b6435d0,5,0,0
6633213a-bb9c-11e8-b2b9-ac1f6b6435d0,6,0,0
6668a518-bbaf-11e8-b2ba-ac1f6b6435d0,1,0,0
6668a518-bbaf-11e8-b2ba-ac1f6b6435d0,16,0,0
6668a518-bbaf-11e8-b2ba-ac1f6b6435d0,8,0,0
666d5f16-bbca-11e8-b2bc-ac1f6b6435d0,10,0,0
666d5f16-bbca-11e8-b2bc-ac1f6b6435d0,12,0,0
66f25992-bbab-11e8-b2ba-ac1f6b6435d0,18,0,0
66f25992-bbab-11e8-b2ba-ac1f6b6435d0,27,0,0
66f25992-bbab-11e8-b2ba-ac1f6b6435d0,28,0,0
683ce4a0-bb9e-11e8-b2b9-ac1f6b6435d0,14,0,0
68d5cd28-bbc6-11e8-b2bc-ac1f6b6435d0,17,0,0
68d5cd28-bbc6-11e8-b2bc-ac1f6b6435d0,35,0,0
68d5cd28-bbc6-11e8-b2bc-ac1f6b6435d0,36,0,0
68d5cd28-bbc6-11e8-b2bc-ac1f6b6435d0,4,0,0
6a79b5aa-bbc5-11e8-b2bc-ac1f6b6435d0,4,0,0
6b9336f6-bba6-11e8-b2ba-ac1f6b6435d0,12,0,0
6b9336f6-bba6-11e8-b2ba-ac1f6b6435d0,4,0,0
6bd68eee-bbb8-11e8-b2ba-ac1f6b6435d0,6,0,0
6c26edc4-bb9c-11e8-b2b9-ac1f6b6435d0,10,0,0
6c26edc4-bb9c-11e8-b2b9-ac1f6b6435d0,12,0,0
6c5d7f4e-bba4-11e8-b2b9-ac1f6b6435d0,29,0,0
6c5d7f4e-bba4-11e8-b2b9-ac1f6b6435d0,33,0,0
6cf4c562-bba8-11e8-b2ba-ac1f6b6435d0,16,0,0
6eb39b42-bbb9-11e8-b2ba-ac1f6b6435d0,6,0,0
6eb39b42-bbb9-11e8-b2ba-ac1f6b6435d0,9,0,0
715_A7_1,5,0,1
716_E5_2,19,0,1
716_E5_2,20,0,1
716_E5_2,23,0,1
720976c2-bba5-11e8-b2ba-ac1f6b6435d0,11,0,0
720976c2-bba5-11e8-b2ba-ac1f6b6435d0,19,0,0
726ec292-bbb0-11e8-b2ba-ac1f6b6435d0,8,0,0
740f40c0-bbad-11e8-b2ba-ac1f6b6435d0,14,0,0
740f40c0-bbad-11e8-b2ba-ac1f6b6435d0,29,0,0
74d43bba-bbc0-11e8-b2bb-ac1f6b6435d0,6,0,0
76d4d8b8-bbb9-11e8-b2ba-ac1f6b6435d0,9,0,0
76d842c0-bbb7-11e8-b2ba-ac1f6b6435d0,12,0,0
76d842c0-bbb7-11e8-b2ba-ac1f6b6435d0,15,0,0
76d842c0-bbb7-11e8-b2ba-ac1f6b6435d0,19,0,0
76d842c0-bbb7-11e8-b2ba-ac1f6b6435d0,4,0,0
7b538dd8-bb9d-11e8-b2b9-ac1f6b6435d0,2,0,0
7b538dd8-bb9d-11e8-b2b9-ac1f6b6435d0,6,0,0
7bb3b0e6-bba2-11e8-b2b9-ac1f6b6435d0,14,0,0
7bb3b0e6-bba2-11e8-b2b9-ac1f6b6435d0,17,0,0
7c3888c0-bbc0-11e8-b2bb-ac1f6b6435d0,8,0,0
7d461f74-bb9e-11e8-b2b9-ac1f6b6435d0,6,0,0
804_G2_1,15,0,1
804_G2_1,19,0,1
804_G2_1,31,0,1
804_G2_1,32,0,1
804_G2_1,4,0,1
805_H8_1,6,0,1
805_H8_2,30,0,1
83b9ec52-bbc4-11e8-b2bc-ac1f6b6435d0,36,0,0
861be7a0-bbc1-11e8-b2bb-ac1f6b6435d0,15,0,0
861be7a0-bbc1-11e8-b2bb-ac1f6b6435d0,42,0,0
8682b614-bba9-11e8-b2ba-ac1f6b6435d0,14,0,0
8682b614-bba9-11e8-b2ba-ac1f6b6435d0,47,0,0
8682b614-bba9-11e8-b2ba-ac1f6b6435d0,48,0,0
8b6d392e-bba4-11e8-b2b9-ac1f6b6435d0,19,0,0
8b6d392e-bba4-11e8-b2b9-ac1f6b6435d0,20,0,0
8b6d392e-bba4-11e8-b2b9-ac1f6b6435d0,54,0,0
8b6d392e-bba4-11e8-b2b9-ac1f6b6435d0,58,0,0
8b6d392e-bba4-11e8-b2b9-ac1f6b6435d0,63,0,0
8b6d392e-bba4-11e8-b2b9-ac1f6b6435d0,7,0,0
8c7098fc-bbb8-11e8-b2ba-ac1f6b6435d0,6,0,0
8de2e83a-bbb2-11e8-b2ba-ac1f6b6435d0,10,0,0
8de2e83a-bbb2-11e8-b2ba-ac1f6b6435d0,11,0,0
8f9594f8-bbac-11e8-b2ba-ac1f6b6435d0,10,0,0
90397e06-bba2-11e8-b2b9-ac1f6b6435d0,13,0,0
921_F10_2,3,0,1
9444d95a-bbc5-11e8-b2bc-ac1f6b6435d0,4,0,0
944_E1_1,4,0,1
96427802-bbac-11e8-b2ba-ac1f6b6435d0,11,0,0
983_F4_1,11,0,1
983_F4_1,4,0,1
983_F4_2,14,0,1
983_F4_2,5,0,1
98fcb6fe-bbaa-11e8-b2ba-ac1f6b6435d0,14,0,0
98fcb6fe-bbaa-11e8-b2ba-ac1f6b6435d0,20,0,0
99358284-bbb6-11e8-b2ba-ac1f6b6435d0,21,0,0
99358284-bbb6-11e8-b2ba-ac1f6b6435d0,31,0,0
99358284-bbb6-11e8-b2ba-ac1f6b6435d0,38,0,0
99358284-bbb6-11e8-b2ba-ac1f6b6435d0,46,0,0
99358284-bbb6-11e8-b2ba-ac1f6b6435d0,52,0,0
99851fcc-bbbd-11e8-b2ba-ac1f6b6435d0,1,0,0
999398e0-bbb8-11e8-b2ba-ac1f6b6435d0,1,0,0
999398e0-bbb8-11e8-b2ba-ac1f6b6435d0,9,0,0
9be5ab04-bbba-11e8-b2ba-ac1f6b6435d0,36,0,0
9d35a1f8-bbbf-11e8-b2bb-ac1f6b6435d0,15,0,0
9d35a1f8-bbbf-11e8-b2bb-ac1f6b6435d0,16,0,0
9dc1b1ee-bbb4-11e8-b2ba-ac1f6b6435d0,1,0,0
9ecdd49e-bbca-11e8-b2bc-ac1f6b6435d0,7,0,0
9f5a43fc-bba7-11e8-b2ba-ac1f6b6435d0,1,0,0
9f5a43fc-bba7-11e8-b2ba-ac1f6b6435d0,10,0,0
9f5a43fc-bba7-11e8-b2ba-ac1f6b6435d0,12,0,0
9f5a43fc-bba7-11e8-b2ba-ac1f6b6435d0,13,0,0
9f5a43fc-bba7-11e8-b2ba-ac1f6b6435d0,16,0,0
9f5a43fc-bba7-11e8-b2ba-ac1f6b6435d0,17,0,0
9f5a43fc-bba7-11e8-b2ba-ac1f6b6435d0,18,0,0
9f5a43fc-bba7-11e8-b2ba-ac1f6b6435d0,21,0,0
9f5a43fc-bba7-11e8-b2ba-ac1f6b6435d0,22,0,0
9f5a43fc-bba7-11e8-b2ba-ac1f6b6435d0,24,0,0
9f5a43fc-bba7-11e8-b2ba-ac1f6b6435d0,25,0,0
9f5a43fc-bba7-11e8-b2ba-ac1f6b6435d0,26,0,0
9f5a43fc-bba7-11e8-b2ba-ac1f6b6435d0,28,0,0
9f5a43fc-bba7-11e8-b2ba-ac1f6b6435d0,29,0,0
9f5a43fc-bba7-11e8-b2ba-ac1f6b6435d0,33,0,0
9f5a43fc-bba7-11e8-b2ba-ac1f6b6435d0,39,0,0
9f5a43fc-bba7-11e8-b2ba-ac1f6b6435d0,4,0,0
9f5a43fc-bba7-11e8-b2ba-ac1f6b6435d0,7,0,0
9f5a43fc-bba7-11e8-b2ba-ac1f6b6435d0,8,0,0
9f5a43fc-bba7-11e8-b2ba-ac1f6b6435d0,9,0,0
9fca6d76-bba7-11e8-b2ba-ac1f6b6435d0,17,0,0
9fca6d76-bba7-11e8-b2ba-ac1f6b6435d0,22,0,0
a236e2a0-bbc1-11e8-b2bb-ac1f6b6435d0,8,0,0
a7e1d27e-bbac-11e8-b2ba-ac1f6b6435d0,1,0,0
a7e1d27e-bbac-11e8-b2ba-ac1f6b6435d0,13,0,0
a7e1d27e-bbac-11e8-b2ba-ac1f6b6435d0,36,0,0
abb513da-bb9c-11e8-b2b9-ac1f6b6435d0,10,0,0
abb513da-bb9c-11e8-b2b9-ac1f6b6435d0,7,0,0
abb513da-bb9c-11e8-b2b9-ac1f6b6435d0,8,0,0
abfcb704-bbbe-11e8-b2ba-ac1f6b6435d0,18,0,0
abfcb704-bbbe-11e8-b2ba-ac1f6b6435d0,5,0,0
acc5291e-bbc8-11e8-b2bc-ac1f6b6435d0,13,0,0
acc5291e-bbc8-11e8-b2bc-ac1f6b6435d0,8,0,0
ad87ff08-bb9a-11e8-b2b9-ac1f6b6435d0,3,0,0
ad87ff08-bb9a-11e8-b2b9-ac1f6b6435d0,7,0,0
ad87ff08-bb9a-11e8-b2b9-ac1f6b6435d0,9,0,0
adbd16fc-bbbd-11e8-b2ba-ac1f6b6435d0,10,0,0
adbd16fc-bbbd-11e8-b2ba-ac1f6b6435d0,12,0,0
ade99ef8-bbb7-11e8-b2ba-ac1f6b6435d0,10,0,0
adf7f420-bbc7-11e8-b2bc-ac1f6b6435d0,17,0,0
ae6f34fa-bbc6-11e8-b2bc-ac1f6b6435d0,17,0,0
ae6f34fa-bbc6-11e8-b2bc-ac1f6b6435d0,23,0,0
